GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG06773	3	3	Xh	sp|Q5HH12|PUR3_STAAC Phosphoribosylglycinamide formyltransferase
VOG06785	60	60	XhXs	sp|P36717|CORE5_ADE12 Core-capsid bridging protein
VOG06795	17	15	XpXs	sp|A0A0A8JBQ8|DPO11_BPK64 Depolymerase, capsule K11-specific
VOG06803	3	3	XhXr	sp|O73564|P2A_SBMVA Polyprotein P2A
VOG06837	2	2	XhXs	sp|P0C9C9|NIFSL_ASFP4 NifS-like protein
VOG06849	19	19	XhXs	sp|O56861|ENV_FFV Envelope glycoprotein gp130
VOG06854	8	8	XhXr	sp|Q8V5E0|POL1_BRAV RNA1 polyprotein
VOG06855	33	33	Xh	sp|Q9I4P4|FLGJ_PSEAE Peptidoglycan hydrolase FlgJ
VOG06889	6	6	Xr	sp|P19654|REPL_BPP1 Replication protein repL
VOG06906	12	12	XpXs	sp|A0A7S6R613|DEPOL_BPK51 Depolymerase, capsule KL64-specific
VOG06908	147	144	XpXrXs	sp|P04873|NCAP_BUNLC Nucleoprotein
VOG06928	12	12	XrXs	sp|P69592|J_BPPHS DNA-binding protein J
VOG06998	46	25	Xp	sp|P21070|A52_VACCC Protein A52
VOG07012	3	3	XhXr	sp|Q37898|VG17_BPB03 Early protein GP17
VOG07041	14	14	Xh	sp|Q5UQD2|PNKP_MIMIV Putative bifunctional polynucleotide phosphatase/kinase
VOG07045	29	29	XpXs	sp|Q2HR80|ORF52_HHV8P Tegument protein ORF52
VOG07052	2	2	Xh	sp|Q5JMH0|HAK6_ORYSJ Potassium transporter 6
VOG07073	4	4	Xh	sp|P44660|Y359_HAEIN Probable iron transport system membrane protein HI_0359
VOG07081	6	3	XhXs	sp|P0C9W4|EV162_ASFM2 Putative membrane protein 162
VOG07106	3	3	XhXr	sp|Q0VSL7|EFTU_ALCBS Elongation factor Tu
VOG07107	188	188	XhXs	sp|P13337|TMP_BPT4 Tape measure protein
VOG07129	63	63	XhXs	sp|B0FII2|FIB20_BPE32 Putative tail tip fiber protein
VOG07135	99	51	XhXp	sp|P0DSW4|SPI2_VARV Serine proteinase inhibitor 2
VOG07141	3	3	XhXpXs	sp|Q9XJP3|FIBER_BPSFV Tail spike protein
VOG07165	3	3	Xs	sp|Q9INI5|VP2_BANNV Major inner capsid protein VP2
VOG07166	4	3	Xh	sp|P0CAM7|VFD38_ASFK5 Uncharacterized protein DP238L
VOG07215	46	46	Xs	sp|P20180|MVP_CCMV Movement protein
VOG07248	3	3	Xs	sp|P03676|G7P_BPIKE Tail virion protein G7P
VOG07252	5	5	XhXp	sp|P0C5U5|PB1F2_I00A0 Protein PB1-F2
VOG07305	137	137	XpXs	sp|P04875|GP_BUNSH Envelopment polyprotein
VOG07354	19	19	Xr	sp|O13877|RPAB5_SCHPO DNA-directed RNA polymerases I, II, and III subunit RPABC5
VOG07364	31	31	XhXpXrXs	sp|P26746|EXLYS_BPP22 Head-to-tail adapter protein gp4
VOG07369	9	9	XhXp	sp|P0DTK7|RSAMI_BPPM6 Radical SAM Nalpha-GlyT isomerase
VOG07381	2	2	Xs	sp|P0CA59|VF152_ASFK5 Uncharacterized protein EP152R
VOG07388	730	730	Xp	sp|P04521|EXO1_BPT4 Exonuclease subunit 1
VOG07409	3	3	XhXpXs	sp|P0CA36|VF129_ASFK5 Uncharacterized protein C129R
VOG07453	5	5	Xh	sp|Q7T6X2|YR826_MIMIV Putative serine/threonine-protein kinase/receptor R826
VOG07460	31	31	XhXr	sp|B7SSM6|NP_BPNF Double-stranded DNA-binding protein
VOG07470	2	2	XhXpXrXs	sp|A4KZ49|POLG_TRMVU Genome polyprotein
VOG07497	6	6	Xs	sp|P18474|POL2_GFLV RNA2 polyprotein
VOG07503	2	2	XhXr	sp|Q08534|R1AB_BYVU Replicase polyprotein 1ab
VOG07509	52	52	XhXpXrXs	sp|C8XPA8|POLG_BANV Genome polyprotein
VOG07526	46	46	Xs	sp|P89443|UL20_HHV2H Protein UL20
VOG07562	5	5	Xh	sp|P14364|V248_FOWPN Uncharacterized protein FPV248
VOG07605	3	3	XhXp	sp|P03131|VE7_OVPVD Protein E7
VOG07606	173	173	Xs	sp|O48448|COMPL_BPSPP Tail completion protein gp17
VOG07638	2	2	XhXp	sp|O03978|HOLIN_BPDP1 Holin
VOG07658	19	18	Xs	sp|P27194|PA_THOGV Polymerase acidic protein
VOG07737	3	3	Xh	sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic
VOG07789	20	20	XhXp	sp|A0A7H0DN11|PG038_MONPV Early protein OPG038
VOG07790	16	16	Xs	sp|P19194|B_BPCHP Internal scaffolding protein VP3
VOG07803	6	6	Xs	sp|Q672H9|VP2_SVSAP Minor capsid protein VP2
VOG07808	5	5	Xr	sp|P03660|REP_BPIKE Replication-associated protein G2P
VOG07815	59	57	Xh	sp|O67475|RIR2_AQUAE Ribonucleoside-diphosphate reductase subunit beta
VOG07825	4	2	XhXr	sp|Q80KJ7|NS1AB_MASV1 Non-structural polyprotein 1AB
VOG07838	35	22	XpXs	sp|F5HE12|UL35_HCMVM Tegument protein UL35
VOG07874	3	3	XpXr	sp|P0C783|2B_CMVFN Suppressor of silencing 2b
VOG07884	3	3	Xh	sp|Q58624|Y1227_METJA Putative glycyl-radical enzyme activating enzyme MJ1227
VOG07897	6	2	XhXr	sp|P0C6V8|R1AB_BRV1 Replicase polyprotein 1ab
VOG07911	10	10	XhXr	sp|Q67683|RDRP_GRVMC RNA-directed RNA polymerase
VOG07922	2	2	XhXr	sp|P15801|DPOG_YEAST DNA polymerase gamma
VOG07926	137	137	XhXs	sp|Q6QGE3|BP140_BPT5 Baseplate tube protein p140
VOG07954	2	2	XhXpXs	sp|P12528|FIBER_BPP22 Tail spike protein
VOG07981	13	13	Xh	sp|F4JLM5|SYIC_ARATH Isoleucine--tRNA ligase, cytoplasmic
VOG07988	47	47	Xs	sp|P28935|TRX1_EHV1B Triplex capsid protein 1
VOG08000	5	5	Xr	sp|Q66284|IBMP_CSVMV Putative transactivator/viroplasmin protein
VOG08010	3	2	XhXr	sp|P0C6K4|NS1A_HASV1 Non-structural polyprotein 1A
VOG08023	22	22	XpXs	sp|P03543|CAPSD_CAMVC Capsid protein
VOG08032	465	464	XhXr	sp|P03691|VR2B_BPT4 Protein rIIB
VOG08048	27	27	Xh	sp|O31995|YOKL_BACSU SPbeta prophage-derived uncharacterized N-acetyltransferase YokL
VOG08054	41	41	XhXpXs	sp|Q8JSZ3|GP_CCHFI Envelopment polyprotein
VOG08068	2	2	Xs	sp|P11110|NECK1_BPT4 Neck protein gp13
VOG08072	7	7	Xs	sp|P03619|CAPSD_BPIF1 Capsid protein G8P
VOG08106	80	80	XrXs	sp|A0A385DT68|PORTL_BPCA1 Portal protein
VOG08124	2	2	Xp	sp|Q77PA8|M11L_MYXVL Apoptosis regulator M11L
VOG08148	2	2	Xh	sp|P16809|IR11_HCMVA Viral Fc-gamma receptor-like protein IR11
VOG08154	6	6	Xh	sp|Q5UQ88|UBC3_MIMIV Probable ubiquitin-conjugating enzyme E2 R521
VOG08237	183	181	XhXp	sp|Q07856|VE6_HPV65 Protein E6
VOG08255	3	3	Xh	sp|Q60754|MARCO_MOUSE Macrophage receptor MARCO
VOG08270	4	4	XhXs	sp|P0CAN3|VFH33_ASFK5 Protein H339R
VOG08323	139	139	XhXpXrXs	sp|Q6QGE7|TMP_BPT5 Tape measure protein pb2 precursor
VOG08339	3	3	Xh	sp|Q5UPL9|YR151_MIMIV Uncharacterized acetyltransferase R151
VOG08397	3	3	XhXs	sp|Q98664|MATRX_RYSV Matrix protein
VOG08409	8	8	Xh	sp|A6Q4Z6|HLDE_NITSB Bifunctional protein HldE
VOG08412	3	2	Xh	sp|P12533|E111_ADEM1 Early E1A 11 kDa protein
VOG08424	3	3	XhXp	sp|P03170|ICP47_HHV11 ICP47 protein
VOG08425	220	220	XhXr	sp|Q64962|RDRP_ASPVP RNA replication polyprotein
VOG08449	5	5	Xh	sp|P21975|V055_FOWPN Putative Ig-like V-type domain-containing protein FPV055
VOG08457	7	7	Xh	sp|P81126|SNAB_BOVIN Beta-soluble NSF attachment protein
VOG08459	24	24	XpXs	sp|P36291|GP_TSWV1 Envelopment polyprotein
VOG08489	66	63	XhXp	sp|P03245|E1B55_ADE07 E1B 55 kDa protein
VOG08504	25	20	Xh	sp|Q5JJY4|P2C04_ORYSJ Protein kinase and PP2C-like domain-containing protein
VOG08548	2	2	XhXp	sp|H6VUC3|DISRP_BPPKT Disruptin gp28
VOG08567	37	37	Xh	sp|P41417|PRIM_NPVAC DNA primase
VOG08619	2	2	XpXr	sp|Q65677|VSR_BNYVS Probable suppressor of RNA silencing
VOG08676	6	6	XhXpXrXs	sp|Q65730|POLG_BSTV1 Genome polyprotein
VOG08690	5	5	Xr	sp|P35926|REF_BPP1 Recombination enhancement function protein
VOG08722	183	165	Xh	sp|P26764|RPSF_BACLI RNA polymerase sigma-F factor
VOG08732	154	154	XhXp	sp|O64204|HOLIN_BPMD2 Holin
VOG08747	380	379	Xr	sp|P17311|TERS_BPT4 Terminase, small subunit
VOG08777	3	3	Xh	sp|P0CA33|VF125_ASFK5 Uncharacterized protein B125R
VOG08803	10	10	Xs	sp|A9CB85|LH3_ADES1 Hexon-interlacing protein LH3
VOG08832	21	21	Xs	sp|Q85056|CAPSD_AHV2H Capsid protein
VOG08874	55	54	XhXpXs	sp|Q9DHJ5|A28_YLDV Envelope protein A28 homolog
VOG08903	55	54	XpXs	sp|O56129|CAPSD_PCV2 Capsid protein
VOG08941	2	2	Xh	sp|P96169|SGLT_VIBPH Sodium/glucose cotransporter
VOG08960	3	2	Xh	sp|P16051|GPA2_DICDI Guanine nucleotide-binding protein alpha-2 subunit
VOG08965	4	4	Xh	sp|Q5UPV5|YL279_MIMIV Putative ankyrin repeat protein L279
VOG08966	9	8	XhXs	sp|P05844|POLS_IPNVJ Structural polyprotein
VOG08977	18	17	Xh	sp|Q87043|BET_SFVCP Protein Bet
VOG09060	287	287	XpXrXs	sp|Q6XQC4|TMP_BPT1 Tape measure protein
VOG09069	13	13	XhXs	sp|Q84568|KCV_PBCV1 Potassium channel protein kcv
VOG09101	4	4	XpXs	sp|A0A385DVL5|HFD_BPCA1 Head fiber dimeric protein
VOG09113	10	7	XhXs	sp|C0H677|UL298_HCMVA Protein UL29/UL28
VOG09118	8	8	Xh	sp|Q54KR1|SYCC_DICDI Cysteine--tRNA ligase, cytoplasmic
VOG09123	69	69	Xh	sp|A4J5D0|GCH1_DESRM GTP cyclohydrolase 1
VOG09194	55	55	XhXr	sp|Q08FE1|PAP1_DPV84 Poly(A) polymerase catalytic subunit
VOG09215	72	72	XhXpXs	sp|P12558|HN_NDVU Hemagglutinin-neuraminidase
VOG09220	2	2	XpXs	sp|P15076|DNAPR_BPT4 Terminal DNA protecting protein
VOG09223	44	44	Xs	sp|P33842|PG146_VAR67 Protein OPG146
VOG09238	3	3	Xh	sp|O60155|PRS1_SCHPO Putative proline--tRNA ligase C19C7.06
VOG09240	12	11	Xs	sp|Q5UQU0|YL352_MIMIV Uncharacterized protein L352
VOG09253	5	5	XhXrXs	sp|A4PBP6|RDRP_RGDV RNA-directed RNA polymerase P1
VOG09265	3	2	XhXpXs	sp|P07582|EXLYS_BPPH6 Peptidoglycan hydrolase gp5
VOG09266	276	275	XhXp	sp|P20331|ENLYS_BPT3 Endolysin
VOG09305	5	5	Xr	sp|O57285|PHOSP_SENDO Phosphoprotein
VOG09310	99	99	XhXpXrXs	sp|P04332|PORTL_BPPH2 Portal protein
VOG09326	83	83	XhXpXs	sp|P03748|FIBER_BPT7 Tail fiber protein
VOG09327	3	3	XhXp	sp|P28889|NS2_MPV15 Non-structural protein 2
VOG09332	8	8	Xh	sp|Q5UR34|YR554_MIMIV Uncharacterized protein R554
VOG09349	78	72	Xh	sp|P89083|E434_ADE09 Early E4 34 kDa protein
VOG09350	9	9	XhXr	sp|Q04544|POLG_SOUV3 Genome polyprotein
VOG09355	2	2	XpXs	sp|P0C9Y8|P17_ASFK5 Minor capsid protein p17
VOG09463	34	33	Xr	sp|Q2HR92|HEPA_HHV8P DNA helicase/primase complex-associated protein
VOG09654	2	2	XhXpXrXs	sp|O64332|TIPL_BPN15 Tail tip protein L
VOG09717	5	5	XhXs	sp|Q9E7N9|MATRX_LNYV3 Matrix protein
VOG09731	8	8	XhXs	sp|Q84580|P7_PBCV1 Minor capsid protein P7
VOG09755	9	9	Xh	sp|Q5UNX1|YL716_MIMIV Putative glutamine amidotransferase-like protein L716
VOG09774	27	27	XhXr	sp|P03240|E4RF4_ADE02 Early 4 ORF4 protein
VOG09781	2	2	Xh	sp|O07431|CAMT_MYCTU Catechol O-methyltransferase
VOG09838	16	16	Xs	sp|C1JJY7|VP8_HAPV1 Virion protein 8
VOG09851	4	4	XhXs	sp|P14269|COR10_ADE02 Pre-core protein X
VOG09859	27	26	Xs	sp|F5HA93|TRX1_HCMVM Triplex capsid protein 1
VOG09881	97	97	Xh	sp|P41417|PRIM_NPVAC DNA primase
VOG09903	7	7	Xh	sp|O55716|RIR1_IIV6 Ribonucleoside-diphosphate reductase large subunit
VOG09906	5	5	Xs	sp|Q5UP40|YL872_MIMIV Uncharacterized protein L872
VOG09924	3	3	XhXr	sp|P43138|APEX1_RAT DNA repair nuclease/redox regulator APEX1
VOG09925	14	14	Xs	sp|Q89914|MVP_SYNV Movement protein
VOG09941	4	4	Xh	sp|Q01207|POL2_BAYMJ Genome polyprotein 2
VOG09974	5	3	XhXpXr	sp|P0C6V4|R1A_IBVBC Replicase polyprotein 1a
VOG09999	6	6	XhXrXs	sp|Q83034|POLG_RTSVA Genome polyprotein
VOG10009	24	24	XhXs	sp|O64325|COMPL_BPN15 Tail completion protein
VOG10015	7	7	Xh	sp|P29998|VEF_GVTN Viral-enhancing factor
VOG10019	2	2	Xp	sp|P0DJZ0|11K_PAVHV Host-modulation protein 11K
VOG10067	6	6	XhXr	sp|P27454|NS1_AEDEV Initiator protein NS1
VOG10135	14	14	XhXpXs	sp|P06442|POLG_HAVCR Genome polyprotein (Fragment)
VOG10147	3	3	Xh	sp|Q5UQJ0|YR835_MIMIV Putative ankyrin repeat protein R835
VOG10152	211	208	Xr	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein
VOG10156	2	2	Xh	sp|P03125|VE5_CRPVK Probable protein E5
VOG10179	9	9	XhXs	sp|Q5UR88|PEBPH_MIMIV Phosphatidylethanolamine-binding protein homolog R644
VOG10181	35	34	XhXpXrXs	sp|Q69422|POLG_GBVB Genome polyprotein
VOG10182	2	2	XhXr	sp|P05080|194K_TRVSY Replicase large subunit
VOG10215	2	2	XhXpXrXs	sp|E1XTG6|PORTL_BPSAV Portal protein
VOG10236	47	47	Xh	sp|Q47334|KPSF5_ECOLX Arabinose 5-phosphate isomerase KpsF
VOG10242	12	12	Xp	sp|P0C798|PHOSP_BDV1 Phosphoprotein
VOG10243	3	3	XrXs	sp|P0CAE7|RPB7_ASFK5 DNA-directed RNA polymerase RPB7 homolog
VOG10302	107	105	Xs	sp|B0ZSH1|TMP_BPHA1 Probable tape measure protein
VOG10306	2	2	Xs	sp|Q9XJR1|P6_BPPM2 Protein P6
VOG10313	10	10	XhXr	sp|P36286|POLG_SMSV1 Genome polyprotein
VOG10344	12	12	XhXpXrXs	sp|P19711|POLG_BVDVN Genome polyprotein
VOG10353	537	521	XhXr	sp|P00573|RPOL_BPT7 T7 RNA polymerase
VOG10394	2	2	Xh	sp|P0CAK6|L83L_ASFK5 Protein L83L
VOG10408	7	7	Xp	sp|Q6VZT9|ARBH_CNPV Apoptosis regulator Bcl-2 homolog
VOG10450	15	15	XhXp	sp|Q7Y3F1|PLYCA_BPSC1 Endolysin PlyC, large catalytic subunit
VOG10456	972	631	XpXs	sp|P36278|CAPSD_TLCVA Capsid protein
VOG10464	28	28	Xh	sp|P19592|ISS_ECOLX Protein iss
VOG10473	53	53	XhXp	sp|P06018|MOM_BPMU Methylcarbamoylase mom
VOG10483	2	2	Xh	sp|Q9T1X4|GP15_BPMU Uncharacterized protein gp15
VOG10522	50	50	XrXs	sp|P27317|NCAP_CCHFV Nucleoprotein
VOG10532	56	56	Xs	sp|A0A385DT91|RING1_BPCA1 Ring protein 1
VOG10555	2	2	XhXr	sp|P28859|DPOL_ICHVA DNA polymerase
VOG10556	3	3	XhXr	sp|Q1KZ59|POLG_CILVC RNA replication protein
VOG10580	401	401	XhXr	sp|P04524|SIGML_BPT4 RNA polymerase sigma-like factor
VOG10590	79	79	Xh	sp|P07254|CHIA_SERMA Chitinase A
VOG10613	45	45	Xh	sp|P0DSQ0|VTF3S_VARV Intermediate transcription factor 3 small subunit
VOG10672	15	15	XpXs	sp|P0C796|NCAP_BDV1 Nucleoprotein
VOG10674	8	4	XhXr	sp|Q9JH66|NS1AB_OASV1 Non-structural polyprotein 1AB
VOG10676	2	2	XrXs	sp|P19693|CAPSA_BPT3 Major capsid protein
VOG10701	6	6	XhXpXrXs	sp|O11457|VGP_EBOG4 Envelope glycoprotein
VOG10722	2	2	XhXr	sp|Q89709|L_SINV RNA-directed RNA polymerase L
VOG10723	10	10	Xs	sp|Q5UQK5|YR403_MIMIV Uncharacterized protein R403
VOG10747	32	32	Xs	sp|J9RWN8|CAPSD_BPPPJ Major capsid protein
VOG10750	3	2	Xh	sp|P24155|THOP1_RAT Thimet oligopeptidase
VOG10869	4	4	Xh	sp|P65290|YFGH_ECOLI Uncharacterized lipoprotein YfgH
VOG10898	13	13	Xs	sp|P19692|MATRX_SYNV Matrix protein
VOG10925	2	2	XhXr	sp|P54891|RDRP_ACLSA RNA-directed RNA polymerase
VOG10942	6	6	XpXs	sp|A0A0A8J9B0|DPO26_BPK64 Depolymerase, capsule K30/K69-specific
VOG10945	3	3	XhXs	sp|A0A1C8HSP0|CAPSD_BPPP4 Major capsid protein
VOG10963	2	2	Xh	sp|Q9SZR9|AB9G_ARATH ABC transporter G family member 9
VOG10979	46	46	XhXrXs	sp|Q6RZF4|RP35_RABPU DNA-directed RNA polymerase 35 kDa subunit
VOG10988	94	82	XhXs	sp|B0FIH7|FIB11_BPE32 Probable tail fiber protein
VOG11055	18	14	Xh	sp|Q07943|VDP_BOMMO Vitellin-degrading protease
VOG11058	3	3	XrXs	sp|O64307|A1_BPMX1 Minor capsid protein A1
VOG11060	6	6	Xh	sp|Q8VDG5|PPCS_MOUSE Phosphopantothenate--cysteine ligase
VOG11065	3625	2211	Xr	sp|O22001|VXIS_BPMD2 Excisionase
VOG11102	2	2	Xp	sp|P16780|UL40_HCMVA Protein UL40
VOG11148	17	15	XhXr	sp|F8RL29|R1AB_AMV79 Replicase polyprotein 1ab
VOG11211	2	2	Xh	sp|B2W2N2|M2DH_PYRTR Mannitol 2-dehydrogenase
VOG11225	3	3	Xs	sp|P23629|COAT_RBDV Coat protein
VOG11227	4	4	Xh	sp|Q9M1H3|AB4F_ARATH ABC transporter F family member 4
VOG11240	8	8	Xh	sp|P18708|NSF_CRIGR Vesicle-fusing ATPase
VOG11241	68	68	XhXr	sp|A8H161|CCA_SHEPA Multifunctional CCA protein
VOG11273	27	27	Xs	sp|Q5UQ83|YR526_MIMIV Putative alpha/beta hydrolase R526
VOG11287	59	59	XhXp	sp|P24796|GEMA_BPD10 GemA protein
VOG11300	9	9	XhXs	sp|Q5UR52|YR584_MIMIV Uncharacterized N-acetyltransferase R584
VOG11309	140	140	XhXpXrXs	sp|P0CJ93|MVP_PVYN P3N-PIPO polyprotein
VOG11323	44	44	XhXp	sp|Q8SD18|ENLYS_BPDPK Endolysin gp144
VOG11350	2	2	XhXs	sp|Q96724|POLS_DXV96 Structural polyprotein
VOG11359	3	3	Xh	sp|Q46668|CDTA_ECOLX Cytolethal distending toxin subunit A
VOG11360	2	2	Xh	sp|P14366|V237_FOWPN Uncharacterized protein FPV237
VOG11367	7	7	XrXs	sp|P03601|CAPSD_CCMV Capsid protein
VOG11388	2	2	Xs	sp|P19062|BP08_BPT4 Baseplate wedge protein gp8
VOG11395	7	7	XhXs	sp|Q1K9Q1|NRAM_I57A0 Neuraminidase
VOG11398	2	2	Xh	sp|Q29504|UBA1_RABIT Ubiquitin-like modifier-activating enzyme 1
VOG11414	3	3	XhXpXs	sp|P16899|ENV_OMVVS Envelope glycoprotein gp160
VOG11420	11	11	Xr	sp|P39213|INSN_SHIDY Transposase InsN for insertion sequence element IS911
VOG11426	4	4	Xh	sp|A0A8I6GM68|HDAC6_RAT Protein deacetylase HDAC6
VOG11429	9	9	Xh	sp|P06948|P56_BPPZA Protein p56
VOG11451	5	5	Xh	sp|O32975|CYD_MYCLE Probable cysteine desulfurase 1
VOG11485	3	3	Xh	sp|A8GTB4|SYV_RICRS Valine--tRNA ligase
VOG11489	5	5	Xh	sp|Q5UQI3|CP51_MIMIV Probable lanosterol 14-alpha demethylase
VOG11501	34	33	Xh	sp|P07695|VCOX_BPP2 Regulatory protein cox
VOG11514	6	5	Xh	sp|P39695|COMEC_BACSU ComE operon protein 3
VOG11515	5	5	Xh	sp|P11320|E316_ADE03 Early E3 16 kDa glycoprotein
VOG11568	5	5	Xh	sp|Q93J06|LIP2_STRCO Lipase 2
VOG11594	17	17	Xs	sp|Q5URB2|YR188_MIMIV Uncharacterized protein R188
VOG11608	117	101	Xr	sp|Q84513|PCNA1_PBCV1 Probable DNA polymerase sliding clamp 1
VOG11630	96	96	Xs	sp|P41468|PIF6_NPVAC Per os infectivity factor 6
VOG11632	178	176	XhXrXs	sp|P20470|L_BUNYW RNA-directed RNA polymerase L
VOG11636	2	2	XhXp	sp|O36972|IKBL_ASFM2 IkB-like protein
VOG11640	23	23	XhXp	sp|P0DSS3|PG067_VAR67 Protein OPG067
VOG11677	44	44	Xs	sp|A0A7H0DN43|PG070_MONPV Protein OPG070
VOG11704	6	6	Xh	sp|D1MF76|CDO_ARTBE Cysteine dioxygenase
VOG11713	3	3	XhXr	sp|P05198|IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1
VOG11753	5	5	Xh	sp|O78497|HO_GUITH Heme oxygenase
VOG11824	4	3	XhXs	sp|P0C9B1|TFNPH_ASFP4 Termination factor NPH-I homolog
VOG11886	2	2	XhXpXs	sp|P03337|GAG_FSVGA Gag polyprotein
VOG11925	8	8	Xs	sp|Q3V4Q3|Y131_ATV Structural protein ORF131
VOG11933	3	3	XhXr	sp|P13025|POL1_GCMV RNA1 polyprotein
VOG11947	119	119	XhXp	sp|P03706|ENLYS_LAMBD Endolysin
VOG11974	10	10	Xh	sp|P61130|SIA4C_PANTR CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4
VOG12011	444	443	Xh	sp|P41515|TOP2A_CRIGR DNA topoisomerase 2-alpha
VOG12014	34	33	XhXpXrXs	sp|O92530|POLG_HCVVN Genome polyprotein
VOG12131	147	144	XrXs	sp|P03515|NCAP_PTPV Nucleoprotein
VOG12133	15	15	Xh	sp|O31916|YOQW_BACSU Abasic site processing protein YoqW
VOG12179	8	8	XhXs	sp|Q98576|P5_PBCV1 Minor capsid protein P5
VOG12194	7	7	XhXpXs	sp|F5HC14|UL119_HCMVM Viral Fc-gamma receptor-like protein UL119
VOG12197	44	44	Xr	sp|O05069|TRA_HAEIN Mu-like prophage FluMu transposase A
VOG12223	54	54	XhXs	sp|P20636|ETF2_VACCW Early transcription factor 82 kDa subunit
VOG12234	4	4	Xh	sp|A6Q478|GLYA_NITSB Serine hydroxymethyltransferase
VOG12262	15	15	XhXpXrXs	sp|P19199|POL_COYMV Polyprotein P3
VOG12269	196	196	XhXpXs	sp|P36749|VL2_HPV14 Minor capsid protein L2
VOG12283	24	24	XrXs	sp|P03598|CAPSD_TOBSV Capsid protein
VOG12321	12	12	Xh	sp|P21681|VAPL_BP186 Protein apl
VOG12351	101	99	XhXrXs	sp|P03271|PKG1_ADE05 Packaging protein 1
VOG12355	25	25	XhXr	sp|O70695|RDRP_AHSV RNA-directed RNA polymerase
VOG12378	2	2	Xh	sp|Q00997|VIEG_SHV21 Immediate-early protein IE-G
VOG12386	4	4	Xh	sp|P05656|SACC_BACSU Levanase
VOG12398	78	42	Xh	sp|P68636|CRMB_CAMPM Soluble TNF receptor II
VOG12419	6	6	XrXs	sp|P0C779|NCAP_LDV Nucleoprotein
VOG12459	4	4	Xp	sp|O36423|VGA9_ALHV1 Putative apoptosis regulator A9
VOG12461	17	17	XrXs	sp|P16380|PHOSP_CHAV Phosphoprotein
VOG12471	31	31	XhXp	sp|P03040|RCRO_LAMBD Regulatory protein cro
VOG12483	5	5	Xs	sp|Q3V4Q1|Y618_ATV Structural protein ORF618
VOG12513	127	67	Xs	sp|P09515|MCAPS_BWYVG Readthrough protein P3-RTD (Fragment)
VOG12518	25	25	Xs	sp|P12435|VP3_BTV10 Core protein VP3
VOG12519	24	24	XhXr	sp|O41156|THYX_PBCV1 Probable flavin-dependent thymidylate synthase
VOG12571	3	3	Xh	sp|O32001|YOKF_BACSU SPbeta prophage-derived endonuclease YokF
VOG12581	24	24	XhXpXs	sp|P30209|VP5_BTV2A Outer capsid protein VP5
VOG12637	2	2	XhXpXs	sp|P13390|FIBL1_BPT5 Side tail fiber protein pb1
VOG12681	44	44	XhXpXrXs	sp|O91734|POLG_EC01F Genome polyprotein
VOG12682	11	9	Xs	sp|Q5UPE0|YL065_MIMIV Uncharacterized protein L65
VOG12693	5	5	Xs	sp|Q27YG7|CAPS4_NORAV ORF4 polyprotein
VOG12714	2	2	XhXp	sp|P0CA97|VF205_ASFK5 Uncharacterized protein K205R
VOG12742	86	76	XhXpXrXs	sp|C8XPB2|POLG_EHV Genome polyprotein
VOG12780	2	2	Xh	sp|A0A517FND1|82J17_TRIFG Cytochrome P450 CYP82J17
VOG12784	4	4	Xh	sp|A4N8V8|HPF_HAEI3 Putative metal ABC transporter substrate-binding protein Hpf
VOG12799	4	2	Xh	sp|P15443|KR14_ICHVA Protein kinase ORF14
VOG12863	54	54	Xh	sp|A0KFE0|RIMK_AERHH Probable alpha-L-glutamate ligase
VOG12872	2	2	Xs	sp|Q5UPU7|YL264_MIMIV Uncharacterized WD repeat-containing protein L264
VOG12884	65	64	Xh	sp|O10284|FGFH_NPVOP Fibroblast growth factor homolog
VOG12887	22	22	Xh	sp|Q01075|VG14_BPP22 Protein gp14
VOG12912	68	68	Xh	sp|Q9ZCV2|QUEE_RICPR 7-carboxy-7-deazaguanine synthase
VOG12977	46	46	XhXs	sp|P89470|TEG7_HHV2H Tegument protein UL51
VOG13051	3	3	Xs	sp|P22535|CAPSD_BPPRD Major capsid protein P3
VOG13065	2	2	XpXs	sp|P18099|VPX_HV2BE Protein Vpx
VOG13092	21	21	Xs	sp|P36292|MVP_TSWV1 Movement protein
VOG13102	29	29	XhXpXs	sp|P08491|POLS_RRVT Structural polyprotein
VOG13126	59	59	XhXp	sp|E1XTJ1|PLP_BPSAV O-seryl-dTMP PLP-dependent decarboxylase
VOG13129	3	3	Xs	sp|Q66283|CP_CSVMV Putative Polyprotein CP
VOG13146	24	24	XhXrXs	sp|P03735|GT_LAMBD Tail assembly protein GT
VOG13157	45	45	XhXpXs	sp|P33059|PG108_VAR67 Envelope protein H3
VOG13188	3	3	Xh	sp|P50591|TNF10_HUMAN Tumor necrosis factor ligand superfamily member 10
VOG13189	2	2	Xs	sp|P52519|P100_HHV7J Large structural phosphoprotein
VOG13194	272	271	Xs	sp|P39234|NEED5_BPT4 Baseplate puncturing device gp5.4
VOG13202	11	10	XhXs	sp|Q5UQ90|YL532_MIMIV Cytochrome P450-like protein L532
VOG13204	3	3	Xr	sp|Q45618|TRA6_GEOSE Putative transposase for insertion sequence element IS5376
