Query	Query_name	Query_accession	Target_name	Target_accession	Evalue	score	bias	dom_Evalue	dom_score	dom_bias	exp	reg	clu	ov	env	dom	rep	inc	start	end	strand	misc
GD2017_2_strous	GD2017_2_strous_836	-	VOG01498	-	1.9e-100	336.8	13.9	2.2e-100	336.6	13.9	1.0	1	0	0	1	1	1	1	935304	936803	1	ID=1_836;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.301
AB_072018	AB_072018_2	-	VOG01498	-	2.7e-92	309.9	0.0	3.4e-92	309.5	0.0	1.0	1	0	0	1	1	1	1	130	1671	-1	ID=1_2;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=12bp;gc_cont=0.465
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_267	-	VOG01498	-	1.5e-84	284.2	5.7	3.7e-84	282.9	5.7	1.5	1	1	0	1	1	1	1	227489	228781	-1	ID=1_267;partial=00;start_type=TTG;rbs_motif=ATATA;rbs_spacer=9bp;gc_cont=0.319
2019_SCN_bioreactor	2019_SCN_bioreactor_331	-	VOG01498	-	1.4e-70	238.0	9.2	1.8e-70	237.6	9.2	1.1	1	0	0	1	1	1	1	383639	386008	1	ID=1_331;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374
Hydrivirus	Hydrivirus_153	-	VOG01498	-	7.8e-67	225.6	0.3	1.1e-66	225.1	0.3	1.1	1	0	0	1	1	1	1	161011	163536	1	ID=1_153;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=6bp;gc_cont=0.384
DRTY6	DRTY6_106	-	VOG01498	-	2.1e-66	224.1	0.0	3.5e-66	223.4	0.0	1.3	1	0	0	1	1	1	1	110016	112091	-1	ID=1_106;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.539
SRVP_07252022_550855_L	SRVP_07252022_550855_L_142	-	VOG01498	-	2e-64	217.6	4.1	2.6e-64	217.2	4.1	1.0	1	0	0	1	1	1	1	142922	145306	-1	ID=1_142;partial=00;start_type=ATG;rbs_motif=ATAAA;rbs_spacer=6bp;gc_cont=0.385
Pithovirus_LCDPAC01.fna|MK500284.1	Pithovirus_LCDPAC01.fna|MK500284.1_6	-	VOG01498	-	1.5e-57	194.9	15.8	2.2e-57	194.3	15.8	1.2	1	0	0	1	1	1	1	3726	5864	1	ID=5_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.366
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1147	-	VOG01646	-	1.3e-72	241.3	1.0	1.5e-72	241.1	1.0	1.0	1	0	0	1	1	1	1	1295808	1296281	1	ID=1_1147;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.319
GD2017_2_strous	GD2017_2_strous_37	-	VOG01646	-	1.4e-70	234.7	2.4	1.7e-70	234.4	2.4	1.1	1	0	0	1	1	1	1	26852	27331	1	ID=1_37;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.312
GD2017-2_urea	GD2017-2_urea_19	-	VOG01646	-	3.6e-28	97.2	0.0	3.7e-28	97.1	0.0	1.0	1	0	0	1	1	1	1	14988	15392	-1	ID=1_19;partial=00;start_type=ATG;rbs_motif=TTTTT;rbs_spacer=14bp;gc_cont=0.360
GD2017_2_strous	GD2017_2_strous_1106	-	VOG01668	-	4.8e-72	242.3	34.8	5.9e-20	70.7	1.6	5.2	1	1	4	5	5	5	5	1219560	1220999	1	ID=1_1106;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.328
Tupanvirus_soda_lake	Tupanvirus_soda_lake_184	-	VOG01668	-	2.2e-21	75.4	5.8	2.2e-11	42.5	0.7	2.8	1	1	1	2	2	2	2	179884	180786	-1	ID=1_184;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.293
GD2017_2_strous	GD2017_2_strous_528	-	VOG01668	-	9.3e-19	66.8	11.3	3.8e-09	35.1	1.6	4.1	1	1	3	4	4	4	3	559779	560936	1	ID=1_528;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.293
Tupanvirus_soda_lake	Tupanvirus_soda_lake_612	-	VOG01668	-	1e-18	66.6	13.0	1.7e-08	33.0	0.0	4.2	1	1	3	4	4	4	4	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_soda_lake	Tupanvirus_soda_lake_933	-	VOG01668	-	4.9e-18	64.4	7.4	4.6e-16	57.9	4.4	2.1	1	1	1	2	2	2	2	1091367	1092035	1	ID=1_933;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
GD2017_2_strous	GD2017_2_strous_989	-	VOG01668	-	1.5e-17	62.8	12.2	1.4e-11	43.1	5.8	2.8	1	1	1	2	2	2	2	1106977	1107861	1	ID=1_989;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.286
GD2017_2_strous	GD2017_2_strous_1117	-	VOG01668	-	1.2e-16	59.8	16.7	4.3e-09	34.9	8.1	3.1	1	1	2	3	3	3	3	1233456	1234499	1	ID=1_1117;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=5bp;gc_cont=0.322
GD2017_2_strous	GD2017_2_strous_190	-	VOG01668	-	7.7e-16	57.1	16.4	5.9e-15	54.2	16.4	2.0	1	1	0	1	1	1	1	184991	185731	-1	ID=1_190;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=13bp;gc_cont=0.355
Tupanvirus_soda_lake	Tupanvirus_soda_lake_55	-	VOG01668	-	2.6e-15	55.4	18.8	1.5e-07	29.8	8.1	3.0	1	1	2	3	3	3	3	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_4	-	VOG01668	-	1.1e-13	50.0	3.3	3.6e-05	22.0	0.1	4.1	1	1	3	4	4	4	4	2290	3030	1	ID=3_4;partial=00;start_type=TTG;rbs_motif=AAAAA;rbs_spacer=13bp;gc_cont=0.377
GD2017-2_urea	GD2017-2_urea_129	-	VOG01668	-	1.5e-13	49.7	10.2	0.0035	15.4	0.1	5.8	1	1	7	8	8	8	8	124397	125848	1	ID=1_129;partial=00;start_type=ATG;rbs_motif=TTTTT;rbs_spacer=13bp;gc_cont=0.424
GD2017_2_strous	GD2017_2_strous_956	-	VOG01668	-	2.1e-13	49.1	11.8	5.7e-08	31.2	1.7	2.8	1	1	2	3	3	3	3	1075473	1076255	1	ID=1_956;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.281
Tupanvirus_soda_lake	Tupanvirus_soda_lake_715	-	VOG01668	-	4.8e-13	47.9	1.8	3.4e-09	35.2	0.2	2.1	1	1	1	2	2	2	2	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Tupanvirus_soda_lake	Tupanvirus_soda_lake_20	-	VOG01668	-	9.3e-13	47.0	8.5	1.6e-09	36.4	1.4	2.1	1	1	1	2	2	2	2	18521	19198	-1	ID=1_20;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=8bp;gc_cont=0.295
Pithovirus_LCDPAC01.fna|MK500279.1	Pithovirus_LCDPAC01.fna|MK500279.1_11	-	VOG01668	-	4.4e-12	44.8	0.5	6.8e-08	31.0	0.1	2.6	1	1	2	3	3	3	2	4556	5389	-1	ID=10_11;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.371
GD2017_2_strous	GD2017_2_strous_415	-	VOG01668	-	1.1e-11	43.5	7.4	2e-09	36.1	1.0	2.2	1	1	1	2	2	2	2	447762	448514	-1	ID=1_415;partial=00;start_type=ATG;rbs_motif=TACAT;rbs_spacer=7bp;gc_cont=0.297
GD2017_2_strous	GD2017_2_strous_1153	-	VOG01668	-	1.9e-11	42.7	7.7	2.7e-08	32.3	1.2	2.1	1	1	1	2	2	2	2	1267074	1267751	1	ID=1_1153;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=10bp;gc_cont=0.268
Tupanvirus_soda_lake	Tupanvirus_soda_lake_216	-	VOG01668	-	1.9e-11	42.7	16.8	1.9e-09	36.1	0.5	2.6	1	1	1	2	2	2	2	211839	212645	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.261
GD2017_2_strous	GD2017_2_strous_296	-	VOG01734	-	1.5e-12	45.7	75.2	5.4e-05	20.6	5.4	4.2	1	1	1	2	2	2	2	303435	305909	-1	ID=1_296;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=6bp;gc_cont=0.279
Tupanvirus_soda_lake	Tupanvirus_soda_lake_894	-	VOG01774	-	8.8e-186	615.4	6.1	1.8e-185	614.4	6.1	1.5	1	0	0	1	1	1	1	1043939	1046407	1	ID=1_894;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=9bp;gc_cont=0.318
GD2017_2_strous	GD2017_2_strous_230	-	VOG01774	-	6.4e-180	596.2	6.5	1.3e-179	595.1	6.5	1.4	1	0	0	1	1	1	1	227575	231186	-1	ID=1_230;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=9bp;gc_cont=0.335
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_297	-	VOG01774	-	1.5e-49	167.8	6.9	1.7e-24	85.5	0.3	2.9	1	1	1	2	2	2	2	262935	267707	1	ID=1_297;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=12bp;gc_cont=0.264
BML_coassembly	BML_coassembly_205	-	VOG01774	-	8.9e-48	162.0	7.4	2.2e-24	85.2	1.8	2.6	1	1	1	2	2	2	2	205088	208645	1	ID=1_205;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=12bp;gc_cont=0.356
AB_072018	AB_072018_146	-	VOG01774	-	8.1e-47	158.9	4.3	8.5e-45	152.2	1.1	2.7	2	1	0	2	2	2	1	185313	189149	-1	ID=1_146;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=11bp;gc_cont=0.465
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_100	-	VOG01774	-	1.9e-45	154.4	8.7	6.4e-24	83.6	0.5	2.7	1	1	1	2	2	2	2	80047	83541	-1	ID=1_100;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.317
BML_coassembly	BML_coassembly_196	-	VOG01774	-	1.6e-36	125.0	3.6	3.1e-36	124.1	3.6	1.4	1	0	0	1	1	1	1	191326	195669	-1	ID=1_196;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.361
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_285	-	VOG01774	-	1.1e-33	115.8	7.9	3.6e-33	114.0	7.9	2.0	1	1	0	1	1	1	1	249919	254121	-1	ID=1_285;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.269
AB_072018	AB_072018_159	-	VOG01774	-	2.5e-28	98.1	0.4	9e-18	63.4	0.1	2.6	3	0	0	3	3	3	2	200495	205993	1	ID=1_159;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=8bp;gc_cont=0.491
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_246	-	VOG01774	-	2.1e-27	95.1	8.5	3.2e-25	87.9	8.5	2.4	1	1	0	1	1	1	1	210538	213525	1	ID=1_246;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.319
DRTY6	DRTY6_213	-	VOG01774	-	2.6e-21	75.1	0.2	1e-14	53.4	0.0	3.0	2	1	1	3	3	3	2	204977	208315	-1	ID=1_213;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.531
GD2017-2_urea	GD2017-2_urea_71	-	VOG01774	-	3.7e-21	74.6	2.0	2e-20	72.1	2.0	2.0	1	1	0	1	1	1	1	56725	60423	1	ID=1_71;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=5bp;gc_cont=0.383
Faustovirus_ST1	Faustovirus_ST1_39	-	VOG01774	-	1.4e-20	72.7	0.2	3.2e-20	71.5	0.2	1.5	1	1	0	1	1	1	1	41207	44926	1	ID=1_39;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.399
SRVP_07252022_550855_L	SRVP_07252022_550855_L_312	-	VOG01774	-	3.8e-17	61.4	0.1	2.6e-15	55.4	0.0	2.3	2	0	0	2	2	2	1	322415	326215	-1	ID=1_312;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=14bp;gc_cont=0.395
Pacmanvirus_A23	Pacmanvirus_A23_44	-	VOG01774	-	6.6e-17	60.6	0.7	6.6e-17	60.6	0.7	2.7	2	1	0	2	2	2	1	39054	43064	1	ID=1_44;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.373
bjp_ig5181	bjp_ig5181_92	-	VOG01774	-	6.7e-13	47.4	2.3	1e-05	23.9	0.2	3.2	3	1	1	4	4	4	2	75239	79135	1	ID=1_92;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=11bp;gc_cont=0.531
Hydrivirus	Hydrivirus_1357	-	VOG01774	-	7.2e-13	47.3	0.0	2.2e-12	45.8	0.0	1.7	2	0	0	2	2	2	1	1382057	1386070	1	ID=1_1357;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=8bp;gc_cont=0.406
Tupanvirus_soda_lake	Tupanvirus_soda_lake_216	-	VOG01889	-	7.8e-148	489.9	25.7	8.7e-148	489.7	25.7	1.0	1	0	0	1	1	1	1	211839	212645	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.261
GD2017_2_strous	GD2017_2_strous_956	-	VOG01889	-	5.6e-103	342.9	26.5	6.2e-103	342.7	26.5	1.0	1	0	0	1	1	1	1	1075473	1076255	1	ID=1_956;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.281
GD2017_2_strous	GD2017_2_strous_1106	-	VOG01889	-	7.4e-74	247.4	53.9	1.6e-16	59.6	4.1	6.0	1	1	4	6	6	6	6	1219560	1220999	1	ID=1_1106;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.328
Tupanvirus_soda_lake	Tupanvirus_soda_lake_612	-	VOG01889	-	2.5e-35	121.2	27.4	7.6e-17	60.6	0.4	4.1	1	1	3	4	4	4	3	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
GD2017_2_strous	GD2017_2_strous_528	-	VOG01889	-	2e-34	118.2	20.8	4.5e-16	58.1	0.2	4.2	1	1	3	4	4	4	3	559779	560936	1	ID=1_528;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.293
Tupanvirus_soda_lake	Tupanvirus_soda_lake_55	-	VOG01889	-	4.9e-24	84.2	9.4	2.8e-10	39.1	2.0	3.2	1	1	2	3	3	3	3	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
GD2017_2_strous	GD2017_2_strous_989	-	VOG01889	-	6.3e-23	80.5	7.1	9e-14	50.5	1.2	3.4	1	1	2	3	3	3	2	1106977	1107861	1	ID=1_989;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.286
Tupanvirus_soda_lake	Tupanvirus_soda_lake_790	-	VOG01889	-	7.5e-23	80.3	3.7	1.2e-12	46.9	2.1	2.1	2	0	0	2	2	2	2	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
GD2017_2_strous	GD2017_2_strous_1117	-	VOG01889	-	2.4e-22	78.6	9.0	6.5e-12	44.4	0.9	3.1	1	1	2	3	3	3	2	1233456	1234499	1	ID=1_1117;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=5bp;gc_cont=0.322
Tupanvirus_soda_lake	Tupanvirus_soda_lake_184	-	VOG01889	-	4.6e-22	77.7	12.7	6.5e-15	54.3	0.6	3.7	1	1	2	3	3	3	3	179884	180786	-1	ID=1_184;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.293
GD2017_2_strous	GD2017_2_strous_347	-	VOG01889	-	8.2e-22	76.9	3.7	1.8e-12	46.3	2.2	2.1	1	1	0	2	2	2	2	364233	364970	1	ID=1_347;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=15bp;gc_cont=0.276
Tupanvirus_soda_lake	Tupanvirus_soda_lake_715	-	VOG01889	-	1.1e-20	73.2	5.5	5.4e-10	38.1	0.1	2.1	1	1	1	2	2	2	2	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
GD2017_2_strous	GD2017_2_strous_1153	-	VOG01889	-	5e-19	67.8	8.6	5.7e-11	41.3	1.6	2.1	1	1	1	2	2	2	2	1267074	1267751	1	ID=1_1153;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=10bp;gc_cont=0.268
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_3	-	VOG01889	-	6.6e-19	67.4	15.5	1.3e-10	40.2	5.0	2.8	2	1	1	3	3	3	2	1082	2197	1	ID=3_3;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=11bp;gc_cont=0.340
Tupanvirus_soda_lake	Tupanvirus_soda_lake_933	-	VOG01889	-	1.2e-18	66.6	5.5	1.5e-18	66.2	5.5	1.2	1	0	0	1	1	1	1	1091367	1092035	1	ID=1_933;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
GD2017_2_strous	GD2017_2_strous_415	-	VOG01889	-	7.9e-18	63.8	7.9	1.6e-08	33.3	0.9	2.5	1	1	1	2	2	2	2	447762	448514	-1	ID=1_415;partial=00;start_type=ATG;rbs_motif=TACAT;rbs_spacer=7bp;gc_cont=0.297
Pithovirus_LCDPAC01.fna|MK500280.1	Pithovirus_LCDPAC01.fna|MK500280.1_20	-	VOG01889	-	1.4e-16	59.7	4.1	4.8e-08	31.8	0.5	3.9	2	1	1	3	3	3	2	16447	17667	1	ID=9_20;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=8bp;gc_cont=0.377
Tupanvirus_soda_lake	Tupanvirus_soda_lake_20	-	VOG01889	-	1.6e-16	59.5	8.0	2.8e-10	39.1	1.3	2.1	1	1	1	2	2	2	2	18521	19198	-1	ID=1_20;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=8bp;gc_cont=0.295
GD2017_2_strous	GD2017_2_strous_190	-	VOG01889	-	8.4e-16	57.2	9.4	1.4e-15	56.4	9.4	1.4	1	0	0	1	1	1	1	184991	185731	-1	ID=1_190;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=13bp;gc_cont=0.355
GD2017-2_urea	GD2017-2_urea_129	-	VOG01889	-	2.8e-15	55.5	0.0	5.2e-06	25.1	0.0	4.2	1	1	4	5	5	5	4	124397	125848	1	ID=1_129;partial=00;start_type=ATG;rbs_motif=TTTTT;rbs_spacer=13bp;gc_cont=0.424
Tupanvirus_soda_lake	Tupanvirus_soda_lake_416	-	VOG01889	-	6.1e-14	51.1	5.1	2.7e-13	49.0	5.1	2.2	1	0	0	1	1	1	1	475698	477863	1	ID=1_416;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=9bp;gc_cont=0.263
Pithovirus_LCDPAC01.fna|MK500278.1	Pithovirus_LCDPAC01.fna|MK500278.1_3	-	VOG01889	-	9.1e-14	50.5	6.9	7.8e-06	24.5	0.4	4.6	2	1	2	4	4	4	3	3081	4322	1	ID=11_3;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=14bp;gc_cont=0.351
GD2017_2_strous	GD2017_2_strous_848	-	VOG01889	-	2.4e-13	49.1	3.3	3.4e-13	48.6	3.3	1.3	1	0	0	1	1	1	1	951777	952406	1	ID=1_848;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.286
Tupanvirus_soda_lake	Tupanvirus_soda_lake_41	-	VOG01889	-	3e-13	48.8	14.2	8.9e-08	30.9	3.2	3.5	1	1	3	4	4	4	4	37043	38227	-1	ID=1_41;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.273
Tupanvirus_soda_lake	Tupanvirus_soda_lake_42	-	VOG01889	-	8.5e-13	47.3	25.0	1.4e-08	33.5	1.3	3.7	1	1	2	3	3	3	2	38495	39697	-1	ID=1_42;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.249
GD2017_2_strous	GD2017_2_strous_89	-	VOG01889	-	1.4e-12	46.7	2.2	4.2e-12	45.1	2.1	1.6	1	1	0	1	1	1	1	79373	80386	-1	ID=1_89;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.398
Tupanvirus_soda_lake	Tupanvirus_soda_lake_288	-	VOG01889	-	1.5e-12	46.5	17.8	3.8e-07	28.8	0.1	6.3	2	2	3	7	7	7	3	301114	305424	-1	ID=1_288;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.322
Tupanvirus_soda_lake	Tupanvirus_soda_lake_700	-	VOG01889	-	1.8e-12	46.3	6.7	4.7e-08	31.8	3.8	2.1	1	1	1	2	2	2	2	815067	815681	-1	ID=1_700;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.276
GD2017_2_strous	GD2017_2_strous_874	-	VOG01889	-	1.9e-12	46.2	8.4	6.7e-07	28.0	0.0	4.8	2	1	3	5	5	5	2	976431	980762	1	ID=1_874;partial=00;start_type=ATG;rbs_motif=ATTTA;rbs_spacer=9bp;gc_cont=0.340
GD2017-2_urea	GD2017-2_urea_36	-	VOG01889	-	1.3e-11	43.5	0.2	0.0096	14.4	1.3	4.1	1	1	3	4	4	4	4	30804	32174	-1	ID=1_36;partial=00;start_type=ATG;rbs_motif=TTTT;rbs_spacer=11bp;gc_cont=0.389
Tupanvirus_soda_lake	Tupanvirus_soda_lake_699	-	VOG01889	-	1.8e-11	43.0	6.2	2.1e-11	42.8	3.1	2.1	1	1	1	2	2	2	1	814457	815011	-1	ID=1_699;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.276
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1196	-	VOG01889	-	1.9e-11	42.9	3.5	2.4e-10	39.3	1.4	2.1	1	1	1	2	2	2	2	1347212	1348219	-1	ID=1_1196;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.381
Tupanvirus_soda_lake	Tupanvirus_soda_lake_311	-	VOG01889	-	2.8e-11	42.4	8.7	3.8e-11	41.9	8.7	1.2	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_4	-	VOG01889	-	7.5e-11	41.0	6.0	4.8e-08	31.8	0.9	3.1	1	1	2	3	3	3	3	2290	3030	1	ID=3_4;partial=00;start_type=TTG;rbs_motif=AAAAA;rbs_spacer=13bp;gc_cont=0.377
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1264	-	VOG02006	-	3.2e-92	308.6	31.3	3.2e-92	308.6	31.3	2.8	3	0	0	3	3	3	1	1423231	1427826	1	ID=1_1264;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=10bp;gc_cont=0.260
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1226	-	VOG02125	-	0	1104.9	12.1	0	1104.7	12.1	1.0	1	0	0	1	1	1	1	1380475	1382199	-1	ID=1_1226;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=10bp;gc_cont=0.321
GD2017_2_strous	GD2017_2_strous_120	-	VOG02125	-	5.5e-301	998.2	7.5	6.5e-301	998.0	7.5	1.0	1	0	0	1	1	1	1	112836	114581	-1	ID=1_120;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.333
Hydrivirus	Hydrivirus_816	-	VOG02125	-	1.9e-92	309.7	6.6	1.7e-45	154.6	0.5	3.9	1	1	2	3	3	3	3	846135	847580	-1	ID=1_816;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.358
GD2017_2_strous	GD2017_2_strous_35	-	VOG02125	-	1.3e-12	46.1	2.0	6.8e-05	20.6	0.3	3.4	2	1	0	3	3	3	3	24548	26569	-1	ID=1_35;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=5bp;gc_cont=0.327
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1146	-	VOG02125	-	6.7e-12	43.7	2.9	7e-05	20.6	0.5	3.3	2	1	1	3	3	3	3	1293560	1295575	-1	ID=1_1146;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.321
Hydrivirus	Hydrivirus_1088	-	VOG02125	-	9e-11	40.0	0.0	0.0013	16.3	0.0	3.2	3	0	0	3	3	3	3	1093345	1095291	1	ID=1_1088;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.361
Tupanvirus_soda_lake	Tupanvirus_soda_lake_815	-	VOG02210	-	1.7e-98	326.4	14.1	1.9e-98	326.3	14.1	1.0	1	0	0	1	1	1	1	952315	952821	-1	ID=1_815;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.345
GD2017_2_strous	GD2017_2_strous_319	-	VOG02210	-	1.3e-97	323.5	13.6	1.5e-97	323.4	13.6	1.0	1	0	0	1	1	1	1	330227	330733	1	ID=1_319;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=5bp;gc_cont=0.335
ALT_072018_38_16	ALT_072018_38_16_328	-	VOG02491	-	7.9e-49	166.7	0.0	9.3e-49	166.4	0.0	1.0	1	0	0	1	1	1	1	307461	308036	-1	ID=1_328;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.398
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_413	-	VOG02491	-	1.4e-43	149.4	0.0	1.5e-43	149.3	0.0	1.0	1	0	0	1	1	1	1	386092	386742	-1	ID=1_413;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.267
Pacmanvirus_A23	Pacmanvirus_A23_400	-	VOG02518	-	1.4e-155	519.0	5.2	1.6e-155	518.9	5.2	1.0	1	0	0	1	1	1	1	343082	344530	-1	ID=1_400;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.352
Tupanvirus_soda_lake	Tupanvirus_soda_lake_832	-	VOG02518	-	7.7e-155	516.6	15.2	8.6e-155	516.5	15.2	1.0	1	0	0	1	1	1	1	967887	969467	1	ID=1_832;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.312
