GVOG	num_species_with_GVOG	consensus_NOG	nog_category_abbr	nog_category	nog_description	proteins_with_plurality_NOG_annotation	consensus_pfam	pfam_desc	prots_with_plurality_pfam_annotation	proteins_in_GVOG
GVOG00265	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00266	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	5	5
GVOG00267	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00268	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00269	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00270	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00271	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00272	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00273	5	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	5	5
GVOG00274	5	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	5	5
GVOG00275	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00276	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00277	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00278	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00279	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00280	11	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	11	11
GVOG00281	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00282	5	2RE2I	S	Function unknown	AAA domain	3	no_consensus_PFAM	no_consensus_PFAM	2	5
GVOG00283	6	32R88	S	Function unknown	unknown	5	no_annot	no_annot	6	6
GVOG00284	5	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	5	5
GVOG00285	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	5
GVOG00286	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00287	11	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	11	11
GVOG00288	5	2QR16	S	Function unknown	unknown	3	no_annot	no_annot	5	5
GVOG00289	6	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	6	6
GVOG00290	5	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	5	5
GVOG00291	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	5
GVOG00292	26	KOG4465	E	Amino acid transport and metabolism	60 kDa SS-A Ro	26	PF05731	; TROVE; TROVE domain	26	26
GVOG00293	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	6	6
GVOG00294	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00295	5	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	5	5
GVOG00296	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00297	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	5	5
GVOG00298	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	4	5
GVOG00299	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00300	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	5	5
GVOG00301	15	no_annot	no_annot	no_annot	no_annot	15	no_annot	no_annot	15	15
GVOG00302	5	arCOG00771	V	Defense mechanisms	COG1680 Beta-lactamase class C and other penicillin binding proteins	3	PF00144	Beta-lactamase; Beta-lactamase; Beta-lactamase	5	5
GVOG00303	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00304	5	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	5	5
GVOG00305	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00306	6	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	6	6
GVOG00307	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00308	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	3	5
GVOG00309	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	3	5
GVOG00310	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF02146	FAD_DHS; SIR2; Sir2 family	10	10
GVOG00311	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF04970	Peptidase_CA; LRAT; Lecithin retinol acyltransferase	6	6
GVOG00312	5	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	5	5
GVOG00313	6	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	6	6
GVOG00314	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00315	5	2QT3N	S	Function unknown	unknown	4	PF00388	PLC; PI-PLC-X; Phosphatidylinositol-specific phospholipase C, X domain	4	5
GVOG00316	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00317	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00318	5	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	5	5
GVOG00319	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG00320	5	KOG0214	K	Transcription	DNA-directed 5'-3' RNA polymerase activity	3	PF00562	LEF-8-like; RNA_pol_Rpb2_6; RNA polymerase Rpb2, domain 6	3	5
GVOG00321	24	no_annot	no_annot	no_annot	no_annot	13	no_annot	no_annot	23	24
GVOG00322	30	no_annot	no_annot	no_annot	no_annot	28	no_annot	no_annot	30	30
GVOG00323	16	2RYTQ	S	Function unknown	thrombospondin receptor activity	13	PF04549	; CD47; CD47 transmembrane region	9	16
GVOG00324	12	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	10	12
GVOG00325	19	no_annot	no_annot	no_annot	no_annot	18	no_annot	no_annot	19	19
GVOG00326	15	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	15	15
GVOG00327	13	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	13	13
GVOG00328	20	302BX	S	Function unknown	unknown	15	no_annot	no_annot	20	20
GVOG00329	31	no_annot	no_annot	no_annot	no_annot	31	no_annot	no_annot	31	31
GVOG00330	22	no_annot	no_annot	no_annot	no_annot	21	no_annot	no_annot	22	22
GVOG00331	20	no_annot	no_annot	no_annot	no_annot	17	no_annot	no_annot	20	20
GVOG00332	9	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	9	9
GVOG00333	9	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	9	9
GVOG00334	9	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	9	9
GVOG00335	14	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	4	no_annot	no_annot	14	14
GVOG00336	14	arCOG00622	K	Transcription	CBS domain	11	PF02195	ParBc; ParBc; ParB-like nuclease domain	10	14
GVOG00337	11	2SUIQ	S	Function unknown	unknown	6	no_annot	no_annot	11	11
GVOG00338	11	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	4	PF04749	; PLAC8; PLAC8 family	11	11
GVOG00339	19	no_annot	no_annot	no_annot	no_annot	16	no_annot	no_annot	19	19
GVOG00340	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	no_annot	no_annot	10	10
GVOG00341	10	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	10
GVOG00342	13	no_annot	no_annot	no_annot	no_annot	12	no_annot	no_annot	13	13
GVOG00343	13	no_annot	no_annot	no_annot	no_annot	13	no_annot	no_annot	13	13
GVOG00344	13	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	12	13
GVOG00345	31	no_annot	no_annot	no_annot	no_annot	28	PF03286	; Pox_Ag35; Pox virus Ag35 surface protein	31	31
GVOG00346	12	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	12	12
GVOG00347	12	arCOG01568	M	Cell wall/membrane/envelope biogenesis	mechanosensitive ion channel	7	PF00924	; MS_channel; Mechanosensitive ion channel	12	12
GVOG00348	34	no_annot	no_annot	no_annot	no_annot	32	no_annot	no_annot	34	34
GVOG00349	12	no_annot	no_annot	no_annot	no_annot	12	no_annot	no_annot	12	12
GVOG00350	18	no_annot	no_annot	no_annot	no_annot	16	no_annot	no_annot	18	18
GVOG00351	8	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	8	8
GVOG00352	7	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	7	7
GVOG00353	7	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF03073	; TspO_MBR; TspO/MBR family	4	7
GVOG00354	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00355	7	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	7
GVOG00356	7	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	7	7
GVOG00357	8	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	4	no_annot	no_annot	8	8
GVOG00358	8	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	8	8
GVOG00359	15	no_annot	no_annot	no_annot	no_annot	15	no_annot	no_annot	15	15
GVOG00360	8	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	8	8
GVOG00361	7	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	7	7
GVOG00362	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00363	7	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	7	7
GVOG00364	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00365	8	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	7	8
GVOG00366	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00367	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00368	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00369	7	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	7	7
GVOG00370	65	no_annot	no_annot	no_annot	no_annot	59	no_annot	no_annot	65	65
GVOG00371	38	no_annot	no_annot	no_annot	no_annot	37	no_annot	no_annot	38	38
GVOG00372	26	no_annot	no_annot	no_annot	no_annot	20	no_annot	no_annot	21	26
GVOG00373	18	no_annot	no_annot	no_annot	no_annot	14	no_annot	no_annot	15	18
GVOG00374	54	no_annot	no_annot	no_annot	no_annot	53	no_annot	no_annot	54	54
GVOG00375	11	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	11	11
GVOG00376	31	no_annot	no_annot	no_annot	no_annot	23	no_annot	no_annot	31	31
GVOG00377	20	no_annot	no_annot	no_annot	no_annot	20	no_annot	no_annot	20	20
GVOG00378	22	KOG1695	O	Post-translational modification, protein turnover, and chaperones	glutathione transferase activity	17	PF14497	GST_C; GST_C_3; Glutathione S-transferase, C-terminal domain	13	22
GVOG00379	15	33QJ8	S	Function unknown	unknown	11	no_annot	no_annot	11	15
GVOG00380	12	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	12	12
GVOG00381	21	no_annot	no_annot	no_annot	no_annot	15	no_annot	no_annot	21	21
GVOG00382	9	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	9	9
GVOG00383	10	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	10	10
GVOG00384	9	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	9	9
GVOG00385	9	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	9	9
GVOG00386	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	8	10
GVOG00387	10	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	10	10
GVOG00388	26	no_annot	no_annot	no_annot	no_annot	26	no_annot	no_annot	26	26
GVOG00389	27	no_annot	no_annot	no_annot	no_annot	27	no_annot	no_annot	27	27
GVOG00390	13	KOG1812	J	Translation, ribosomal structure and biogenesis	protein polyubiquitination	7	no_annot	no_annot	13	13
GVOG00391	11	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	11	11
GVOG00392	12	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	12	12
GVOG00393	11	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	4	PF01875	LigB; Memo; Memo-like protein	6	11
GVOG00394	12	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	12	12
GVOG00395	11	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	11	11
GVOG00396	12	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	7	12
GVOG00397	11	2SYZY	S	Function unknown	interleukin-18 binding	11	PF05566	E-set; Pox_vIL-18BP; Orthopoxvirus interleukin 18 binding protein	6	11
GVOG00398	17	no_annot	no_annot	no_annot	no_annot	17	no_annot	no_annot	17	17
GVOG00399	48	KOG2329	T	Signal transduction mechanisms	N-acylsphingosine amidohydrolase activity	48	PF05875	GPCR_A; Ceramidase; Ceramidase	48	48
GVOG00400	15	32ZZZ	S	Function unknown	unknown	15	no_annot	no_annot	15	15
GVOG00401	15	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	15	15
GVOG00402	15	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	no_annot	no_annot	9	15
GVOG00403	18	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	9	PF00156	PRTase-like; Pribosyltran; Phosphoribosyl transferase domain	18	18
GVOG00404	20	no_annot	no_annot	no_annot	no_annot	20	no_annot	no_annot	20	20
GVOG00405	20	no_annot	no_annot	no_annot	no_annot	19	no_annot	no_annot	20	20
GVOG00406	20	33RSF	S	Function unknown	unknown	17	no_annot	no_annot	20	20
GVOG00407	25	no_annot	no_annot	no_annot	no_annot	23	no_annot	no_annot	25	25
GVOG00408	13	no_annot	no_annot	no_annot	no_annot	12	no_annot	no_annot	13	13
GVOG00409	13	no_annot	no_annot	no_annot	no_annot	13	no_annot	no_annot	13	13
GVOG00410	21	no_annot	no_annot	no_annot	no_annot	20	no_annot	no_annot	21	21
GVOG00411	8	COG3205	P	Inorganic ion transport and metabolism	membrane	8	PF09834	; DUF2061; Predicted membrane protein (DUF2061)	8	8
GVOG00412	8	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	8	8
GVOG00413	8	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	8	8
GVOG00414	8	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	8
GVOG00415	26	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	10	PF00596	; Aldolase_II; Class II Aldolase and Adducin N-terminal domain	21	26
GVOG00416	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00417	6	KOG0861	U	Intracellular trafficking, secretion, and vesicular transport	SNAP receptor activity	6	PF00957	SNARE-fusion; Synaptobrevin; Synaptobrevin	6	6
GVOG00418	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	4	6
GVOG00419	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	4	6
GVOG00420	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00421	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00422	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00423	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00424	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF00046	HTH; Homeodomain; Homeodomain	6	6
GVOG00425	4	2T04I	S	Function unknown	Protein of unknown function (DUF3626)	6	PF12294	; DUF3626; Protein of unknown function (DUF3626)	6	6
GVOG00426	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00427	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00428	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00429	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	5	6
GVOG00430	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00431	21	no_annot	no_annot	no_annot	no_annot	18	no_annot	no_annot	20	21
GVOG00432	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00433	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00434	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00435	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	5	6
GVOG00436	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00437	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00438	6	KOG2289	O	Post-translational modification, protein turnover, and chaperones	serine-type endopeptidase activity	5	PF01694	Rhomboid-like; Rhomboid; Rhomboid family	6	6
GVOG00439	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	PF00225	P-loop_NTPase; Kinesin; Kinesin motor domain	5	6
GVOG00440	6	2ZR09	S	Function unknown	Telomere resolvase	6	PF16684	DNA-mend; Telomere_res; Telomere resolvase	6	6
GVOG00441	21	no_annot	no_annot	no_annot	no_annot	17	no_annot	no_annot	21	21
GVOG00442	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00443	10	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	10	10
GVOG00444	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00445	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	5	6
GVOG00446	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00447	6	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	6	6
GVOG00448	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00449	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	6	6
GVOG00450	6	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	6	6
GVOG00451	6	2QSGN	H	Coenzyme transport and metabolism	nicotinamide phosphoribosyltransferase activity	6	PF04095	TIM_barrel; NAPRTase; Nicotinate phosphoribosyltransferase (NAPRTase) family	6	6
GVOG00452	15	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	15	15
GVOG00453	6	2ZRBH	S	Function unknown	unknown	6	no_annot	no_annot	6	6
GVOG00454	27	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	8	no_annot	no_annot	19	27
GVOG00455	22	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	no_annot	no_annot	22	22
GVOG00456	9	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	9	9
GVOG00457	9	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	9	9
GVOG00458	9	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	9	9
GVOG00459	9	2SE6N	S	Function unknown	unknown	9	no_annot	no_annot	5	9
GVOG00460	14	no_annot	no_annot	no_annot	no_annot	13	no_annot	no_annot	14	14
GVOG00461	11	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	11	11
GVOG00462	11	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	11	11
GVOG00463	11	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_annot	no_annot	7	11
GVOG00464	20	no_annot	no_annot	no_annot	no_annot	16	no_annot	no_annot	19	20
GVOG00465	13	no_annot	no_annot	no_annot	no_annot	12	no_annot	no_annot	13	13
GVOG00466	16	no_annot	no_annot	no_annot	no_annot	14	no_annot	no_annot	16	16
GVOG00467	32	no_annot	no_annot	no_annot	no_annot	31	no_annot	no_annot	32	32
GVOG00468	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00469	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00470	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00471	7	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	7	7
GVOG00472	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00473	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00474	15	no_annot	no_annot	no_annot	no_annot	9	no_annot	no_annot	15	15
GVOG00475	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00476	7	COG1432	M	Cell wall/membrane/envelope biogenesis	Conserved Protein	6	PF01936	PIN; NYN; NYN domain	7	7
GVOG00477	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00478	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00479	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00480	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00481	7	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	7	7
GVOG00482	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG00483	7	arCOG04172	EM	Amino acid transport and metabolism;Cell wall/membrane/envelope biogenesis	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	4	PF00701	TIM_barrel; DHDPS; Dihydrodipicolinate synthetase family	7	7
GVOG00484	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG00485	17	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	6	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	11	17
GVOG00486	14	no_annot	no_annot	no_annot	no_annot	13	no_annot	no_annot	14	14
GVOG00487	14	KOG3222	F	Nucleotide transport and metabolism	NADH pyrophosphatase activity	9	PF01725	Maf; Ham1p_like; Ham1 family	10	14
GVOG00488	14	no_annot	no_annot	no_annot	no_annot	14	no_annot	no_annot	14	14
GVOG00489	12	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	12	12
GVOG00490	12	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	12	12
GVOG00491	12	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	12	12
GVOG00492	15	no_annot	no_annot	no_annot	no_annot	15	no_annot	no_annot	15	15
GVOG00493	26	no_annot	no_annot	no_annot	no_annot	25	PF04943	; Pox_F11; Poxvirus F11 protein	26	26
GVOG00494	23	no_annot	no_annot	no_annot	no_annot	22	no_annot	no_annot	23	23
GVOG00495	10	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	10	10
GVOG00496	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	5	no_annot	no_annot	10	10
GVOG00497	10	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	10	10
GVOG00498	10	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	10	10
GVOG00499	10	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	10	10
GVOG00500	10	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	4	no_annot	no_annot	10	10
GVOG00501	10	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	10	10
GVOG00502	10	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	10	10
GVOG00503	42	no_annot	no_annot	no_annot	no_annot	38	no_annot	no_annot	42	42
GVOG00504	23	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	11	no_annot	no_annot	12	23
GVOG00505	18	no_annot	no_annot	no_annot	no_annot	10	no_annot	no_annot	18	18
GVOG00506	11	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	11	11
GVOG00507	11	no_annot	no_annot	no_annot	no_annot	8	no_annot	no_annot	11	11
GVOG00508	11	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	11	11
GVOG00509	11	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	11	11
